Feedstock_flow_x,Chemical,Feedstock,Long name,Feedstock_flow_y,percent
0.0,"1,4-Butanediol",Herbaceous biomass,"Biomass fermentation to 1,4-BDO",0.215567678612,0.0
0.0,2-Ethylhexanol,Woody biomass,Biomass gasification to 2-ethylhexanol via syngas,0.435293259940003,0.0
0.0,Acetic acid,Methanol,Conventional acetic acid production,7.48080020211,0.0
0.0,Acetic acid,Carbon dioxide,CO2 fermentation to acetic acid,7.48080020211,0.0
0.0,Acetic acid,Carbon dioxide,CO2 electrolysynthesis to acetic acid,7.48080020211,0.0
0.0,Acetone,Carbon dioxide,CO2 fermentation to acetone,1.33337620707164,0.0
0.0,Acrylic acid,Food waste,Food waste dehydration via lactic acid,0.959606521758,0.0
0.0,Acrylic acid,Herbaceous biomass,Biomass fermentation to acrylic acid,0.959606521758,0.0
0.0,Acrylonitrile,Food waste,Food waste to acrylonitrile via VFAs,1.30748135831,0.0
0.0,Adipic acid,Butadiene,Conventional butadiene conversion to adipic acid,0.863915265129,0.0
0.0,Adipic acid,Polyethylene terephthalate,PET to adipic acid via TPA fermentation,0.863915265129,0.0
0.0,Adipic acid,Herbaceous biomass,Biomass fermentation to adipic acid,0.863915265129,0.0
0.0,Adipic acid,Polystyrene,PS to adipic acid via benzoic acid,0.863915265129,0.0
0.0,Aniline,Herbaceous biomass,Biomass fermentation to aniline,0.3513080822,0.0
20.1222074834414,Benzene,Methane,CH4 to benzene via bromination,20.122207483441404,99.99999999999997
0.0,Benzene,Fossil fuels,Conventional benzene production,20.122207483441404,0.0
0.0,Butadiene,Carbon dioxide,CO2 to butadiene via ethanol,3.8265580026414,0.0
0.0,Butanol,Herbaceous biomass,Biomass fermentation to butanol,0.802569214611,0.0
0.0,Butylene,Woody biomass,Biomass to butylene via DME,10.4025651503587,0.0
0.0,Butylene,Carbon dioxide,CO2 to butylene via ethanol,10.4025651503587,0.0
0.0,Butylene,Herbaceous biomass,Biomass to butylene via ethanol,10.4025651503587,0.0
0.0,Caprolactam,Herbaceous biomass,Biomass fermentation to caprolactam,0.4811300992,0.0
0.0,Chloroform,Methane,CH4 chlorination to chloroform,0.0724166202,0.0
0.0,Cyclohexanol-cyclohexanone,Woody biomass,Biomass to KA oil via RCF phenol,0.0512095232,0.0
135.433122344741,Ethanol,Herbaceous biomass,Conventional ethanol production,155.94826325895642,86.84490581331487
20.5151409142154,Ethanol,Carbon dioxide,CO2 fermentation to ethanol,155.94826325895642,13.155094186685131
0.0,Ethanol,Herbaceous biomass,Biomass fermentation to ethanol,155.94826325895642,0.0
36.3534327862826,Ethylene,Fossil fuels,Conventional ethylene production,168.16691498477562,21.617470231628932
0.0,Ethylene,Carbon dioxide,CO2 fermentation to ethylene via ethanol,168.16691498477562,0.0
0.0,Ethylene,Herbaceous biomass,Biomass fermentation to ethylene via ethanol,168.16691498477562,0.0
0.0,Ethylene,Carbon dioxide,CO2 electrolysis to ethylene,168.16691498477562,0.0
0.0,Formaldehyde,Woody biomass,Biomass to formaldehyde via syngas,8.838390198375,0.0
0.0,Formaldehyde,Carbon dioxide,CO2 conversion to formaldehyde via formic acid,8.838390198375,0.0
0.0,Hexamethylenediamine,Herbaceous biomass,Biomass fermentation to hexamethylenediamine,0.50253752175,0.0
0.0,Isopropanol,Propylene,Conventional propylene conversion to isopropanol,2.10661355157,0.0
0.0,Isopropanol,Carbon dioxide,CO2 fermentation to isopropanol,2.10661355157,0.0
0.0,Lactic acid,Herbaceous biomass,Conventional lactic acid production,3.074379561077,0.0
0.0,Lysine,Carbon dioxide,CO2 fermentation to lysine,1.79335204209,0.0
0.0,Maleic anhydride,Propylene,Conventional propylene via butanol to maleic anhydride,1.17070014479,0.0
0.0,Maleic anhydride,Butylene,Conventional butylene conversion to maleic anhydride,1.17070014479,0.0
0.0,Methanol,Woody biomass,Biomass to methanol via syngas,9.14784806650919,0.0
0.0,Methanol,Polyolefins,Plastic to methanol via syngas,9.14784806650919,0.0
0.0,Methanol,Carbon dioxide,CO2 to methanol via syngas,9.14784806650919,0.0
0.0,Methanol,Carbon dioxide,CO2 to methanol via thermochemistry,9.14784806650919,0.0
0.0,Methanol,Carbon dioxide,CO2 to methanol via electrochemistry,9.14784806650919,0.0
0.0,Methyl chloride,Methane,CH4 chlorination to methylamine,0.244564915365,0.0
0.0,Methylamine,Methanol,Conventional methylamine produciton,0.235389144564,0.0
0.0,Methylene diphenyl diisocyanate,Carbon dioxide,CO2 fermentation to MDI via syngas,1.105573377896,0.0
0.0,Phenol,Woody biomass,Biomass to phenol via RCF oil,0.811516480236,0.0
0.0,Phosgene,Carbon dioxide,CO2 to phosgene via syngas,7.5099855993975,0.0
0.0,Phosgene,Fossil fuels,Conventional phosgene production,7.5099855993975,0.0
6.71368059855548,Propylene,Fossil fuels,Conventional propylene production,138.52716279704848,4.846472318495016
0.0,Propylene,Carbon dioxide,CO2 fermentation to propylene via ethanol,138.52716279704848,0.0
0.0,Propylene,Herbaceous biomass,Biomass fermentation to propylene via ethanol,138.52716279704848,0.0
0.0,Propylene glycol,Lactic acid,Lactic acid fermentation to propylene glycol,0.465638066229,0.0
0.0,Sorbitol,Herbaceous biomass,Biomass fermentation to sorbitol,0.58579138982,0.0
14.0393330986745,Toluene,Fossil fuels,Conventional toluene production,14.039333098674504,99.99999999999997
