Chemical,Long name,product_flow_x,product_flow_y,percent,Feedstock
Hexamethylenediamine,Conventional hexamethylenediamine production,0.0,0.913704585,0.0,Conventional hexamethylenediamine production
Isopropanol,Biomass fermentation to isopropanol,0.0,0.421828905,0.0,Biomass fermentation to isopropanol
Isopropanol,CO2 fermentation to isopropanol,0.0,0.421828905,0.0,CO2 fermentation to isopropanol
Lactic acid,Conventional lactic acid production,0.0,1.28669202405,0.0,Conventional lactic acid production
Lysine,Conventional lysine production,0.0,0.8188822110000001,0.0,Conventional lysine production
Maleic anhydride,Conventional propylene via butanol to maleic anhydride,0.0,0.366990641,0.0,Conventional propylene via butanol to maleic anhydride
Maleic anhydride,Biomass fermentation to maleic anhydride,0.0,0.366990641,0.0,Biomass fermentation to maleic anhydride
Methanol,Conventional methanol production,0.0,14.437612120095,0.0,Conventional methanol production
Methanol,Biomass to methanol via syngas,0.0,14.437612120095,0.0,Biomass to methanol via syngas
Methanol,Plastic to methanol via syngas,0.0,14.437612120095,0.0,Plastic to methanol via syngas
Methanol,CO2 to methanol via syngas,0.0,14.437612120095,0.0,CO2 to methanol via syngas
Methanol,CO2 to methanol via electrochemistry,0.0,14.437612120095,0.0,CO2 to methanol via electrochemistry
Methyl chloride,Conventional methanol conversion to methyl chloride,0.0,0.385141599,0.0,Conventional methanol conversion to methyl chloride
Methylamine,Conventional methylamine produciton,0.0,0.346670316,0.0,Conventional methylamine produciton
Methylene diphenyl diisocyanate,CO2 fermentation to MDI via syngas,0.0,2.478864076,0.0,CO2 fermentation to MDI via syngas
Phenol,Biomass to phenol via RCF oil,0.0,0.892757404,0.0,Biomass to phenol via RCF oil
Phosgene,CO2 to phosgene via syngas,0.0,5.011668735000001,0.0,CO2 to phosgene via syngas
Phosgene,Conventional phosgene production,0.0,5.011668735000001,0.0,Conventional phosgene production
Propylene,Conventional propylene production,0.0,14.25982730623901,0.0,Conventional propylene production
Propylene,CO2 fermentation to propylene via ethanol,0.0,14.25982730623901,0.0,CO2 fermentation to propylene via ethanol
Propylene glycol,Conventional propylene conversion to propylene glycol,0.0,0.6777846670000001,0.0,Conventional propylene conversion to propylene glycol
Sorbitol,Conventional sorbitol production,0.0,0.44044465400000005,0.0,Conventional sorbitol production
Toluene,Conventional toluene production,2.6484782904258406,7.236769638492002,36.59752103118941,Conventional toluene production
Xylenes,Conventional xylenes production,0.0,9.405717830445004,0.0,Conventional xylenes production
